label,dur,rate,proto,dpkts,sttl,dwin,dttl,smean,sbytes,decision,nn_output,threshold,result
NORMAL,0,0,96,340,62,1,58,16,75,0,-2205954,-420650,ALLOWED (Correct)
ATTACK,1,512,512,0,508,0,0,10,29,0,-2205954,-420650,MISSED
NORMAL,0,0,96,0,508,0,0,10,1,1,-397695,-420650,FALSE ALARM
NORMAL,0,0,96,212,62,1,58,18,49,0,-990726,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,272,12,62,0,58,59,8,0,-736762,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,0,-1133565,-420650,MISSED
ATTACK,0,0,96,20,508,1,504,38,15,1,-371187,-420650,BLOCKED (Correct)
ATTACK,1,512,96,260,124,1,504,11,18,0,-810895,-420650,MISSED
NORMAL,0,0,96,36,124,1,504,29,12,0,-815985,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,34,14,1,-374044,-420650,BLOCKED (Correct)
NORMAL,0,0,96,20,62,1,58,306,139,1,239872,-420650,FALSE ALARM
NORMAL,0,0,96,92,62,1,58,46,57,0,-959220,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,19,512,272,0,508,0,0,142,86,1,138648,-420650,BLOCKED (Correct)
NORMAL,0,0,96,292,62,1,58,17,65,0,-2215316,-420650,ALLOWED (Correct)
NORMAL,0,0,96,164,62,1,58,339,512,1,-304610,-420650,FALSE ALARM
NORMAL,0,0,272,4,62,0,58,24,1,0,-750623,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-750623,-420650,MISSED
ATTACK,0,0,96,28,124,1,504,28,12,0,-815066,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-815066,-420650,MISSED
NORMAL,0,0,272,12,62,0,58,54,7,0,-740274,-420650,ALLOWED (Correct)
ATTACK,0,0,96,28,508,1,504,72,31,1,828754,-420650,BLOCKED (Correct)
NORMAL,0,0,96,316,62,1,58,17,70,0,-2210026,-420650,ALLOWED (Correct)
ATTACK,0,0,96,20,508,1,504,65,23,1,-356719,-420650,BLOCKED (Correct)
NORMAL,0,0,272,12,62,0,58,56,8,0,-677390,-420650,ALLOWED (Correct)
ATTACK,0,0,96,36,124,1,504,27,11,0,-815230,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-815230,-420650,MISSED
ATTACK,0,0,96,52,508,1,504,156,73,1,741390,-420650,BLOCKED (Correct)
NORMAL,0,0,272,12,62,0,58,53,7,0,-740115,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,96,20,508,1,504,14,7,1,816542,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,96,36,62,1,58,53,16,0,-996272,-420650,ALLOWED (Correct)
ATTACK,56,512,272,0,508,0,0,26,102,1,166983,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,14,7,1,-382677,-420650,BLOCKED (Correct)
NORMAL,0,0,96,28,124,1,504,30,12,1,286483,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,1,512,96,92,124,1,504,385,512,0,-1151086,-420650,MISSED
NORMAL,0,0,96,164,62,1,58,345,512,0,-1197439,-420650,ALLOWED (Correct)
NORMAL,0,0,96,60,62,1,58,21,22,1,785933,-420650,FALSE ALARM
NORMAL,0,0,96,204,62,1,58,26,58,0,-972373,-420650,ALLOWED (Correct)
NORMAL,0,0,96,20,62,1,58,306,139,0,-496096,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,96,364,62,1,58,16,80,0,-2201161,-420650,ALLOWED (Correct)
NORMAL,0,0,272,4,62,0,58,20,1,0,-754765,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,63,23,1,267837,-420650,BLOCKED (Correct)
NORMAL,0,0,96,68,62,1,58,48,25,0,-1754947,-420650,ALLOWED (Correct)
ATTACK,0,0,96,28,508,1,504,11,7,1,-382677,-420650,BLOCKED (Correct)
ATTACK,1,512,96,28,508,1,504,30,15,1,-369861,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-369861,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,508,1,504,16,8,1,-382049,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,508,1,504,29,12,1,-377162,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,508,1,504,47,18,1,-367127,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,1,512,96,100,508,1,504,58,61,1,-264791,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,486013,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-750623,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,2,512,96,76,124,1,504,59,53,1,750339,-420650,BLOCKED (Correct)
NORMAL,0,0,272,12,62,0,58,55,8,0,-740319,-420650,ALLOWED (Correct)
NORMAL,0,0,272,4,62,0,58,20,1,0,-754765,-420650,ALLOWED (Correct)
ATTACK,0,0,96,28,124,1,504,30,13,0,-815328,-420650,MISSED
NORMAL,0,0,96,196,62,1,58,18,47,0,-992000,-420650,ALLOWED (Correct)
NORMAL,0,0,96,28,508,1,504,113,38,1,833012,-420650,FALSE ALARM
ATTACK,0,0,512,0,508,0,0,38,2,1,833012,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,48,18,1,-367127,-420650,BLOCKED (Correct)
ATTACK,1,512,96,28,508,1,504,16,8,1,849925,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,849925,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,849925,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,585284,-420650,BLOCKED (Correct)
ATTACK,1,512,96,52,508,1,504,512,512,0,-701006,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,251,16,1,-181105,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,512,45,1,-25163,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-25163,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,32,13,1,880600,-420650,BLOCKED (Correct)
NORMAL,0,0,272,0,508,0,0,7,0,1,1044187,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,7,0,1,469112,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,96,292,62,1,58,17,65,0,-2215316,-420650,ALLOWED (Correct)
NORMAL,1,512,96,68,62,1,58,36,23,1,781092,-420650,FALSE ALARM
NORMAL,0,0,96,36,124,1,504,31,13,0,-814266,-420650,ALLOWED (Correct)
NORMAL,0,0,96,196,62,1,58,18,45,0,-1000298,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,451469,-420650,BLOCKED (Correct)
ATTACK,1,512,96,308,124,1,504,11,20,0,-810402,-420650,MISSED
ATTACK,0,0,96,28,124,1,504,10,5,0,-824466,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-824466,-420650,MISSED
ATTACK,0,0,96,20,508,1,504,34,14,1,-372204,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,20,1,0,-754765,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-754765,-420650,MISSED
ATTACK,0,0,96,20,508,1,504,25,11,1,-377912,-420650,BLOCKED (Correct)
ATTACK,1,512,96,36,508,1,504,35,17,1,-367193,-420650,BLOCKED (Correct)
NORMAL,0,0,96,196,62,1,58,18,45,0,-1576495,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,0,-563738,-420650,MISSED
NORMAL,0,0,96,116,62,1,58,67,69,0,-921949,-420650,ALLOWED (Correct)
ATTACK,56,512,512,0,508,0,0,124,271,0,-921949,-420650,MISSED
NORMAL,0,0,96,196,62,1,58,18,45,0,-994960,-420650,ALLOWED (Correct)
ATTACK,0,0,272,4,508,0,120,30,2,1,415860,-420650,BLOCKED (Correct)
NORMAL,0,0,96,500,62,1,58,20,121,0,-2156674,-420650,ALLOWED (Correct)
NORMAL,0,0,96,68,62,1,58,36,23,0,-1000550,-420650,ALLOWED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-750623,-420650,ALLOWED (Correct)
NORMAL,0,0,96,68,62,1,58,36,23,0,-1000550,-420650,ALLOWED (Correct)
NORMAL,0,0,96,68,62,1,58,48,25,1,819136,-420650,FALSE ALARM
NORMAL,2,512,96,164,62,1,58,26,35,0,-996158,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-996158,-420650,MISSED
ATTACK,0,0,96,20,508,1,504,35,14,0,-641781,-420650,MISSED
NORMAL,0,0,96,20,508,1,504,28,12,1,-377196,-420650,FALSE ALARM
NORMAL,0,0,96,20,62,1,58,306,139,0,-496096,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-496096,-420650,MISSED
ATTACK,0,0,512,4,508,0,120,51,7,0,-496096,-420650,MISSED
NORMAL,0,0,96,212,62,1,58,18,49,0,-2223508,-420650,ALLOWED (Correct)
NORMAL,1,512,96,20,508,1,504,35,14,0,-504406,-420650,ALLOWED (Correct)
NORMAL,1,512,96,500,62,1,58,19,121,1,-151815,-420650,FALSE ALARM
NORMAL,0,0,96,92,62,1,58,46,57,0,-959220,-420650,ALLOWED (Correct)
NORMAL,1,512,96,492,62,1,58,38,197,0,-2053648,-420650,ALLOWED (Correct)
ATTACK,8,512,96,512,124,1,504,9,84,1,224018,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,508,1,504,16,8,1,-382049,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,1,512,96,28,508,1,504,16,8,1,-382049,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-382049,-420650,BLOCKED (Correct)
ATTACK,0,0,96,36,124,1,504,25,11,1,-6052,-420650,BLOCKED (Correct)
NORMAL,0,0,96,196,62,1,58,18,45,0,-994960,-420650,ALLOWED (Correct)
NORMAL,0,0,272,12,62,0,58,59,8,0,-736762,-420650,ALLOWED (Correct)
NORMAL,0,0,96,500,62,1,58,20,121,0,-2156674,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-2156674,-420650,MISSED
NORMAL,0,0,96,68,62,1,58,48,25,0,-991181,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-991181,-420650,MISSED
NORMAL,0,0,96,68,62,1,58,97,61,0,-913799,-420650,ALLOWED (Correct)
ATTACK,1,512,96,60,508,1,504,53,40,1,-314179,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,1,645706,-420650,FALSE ALARM
ATTACK,0,0,96,20,508,1,504,29,12,1,-376120,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,30,2,1,415860,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,415860,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,14,1,1,457637,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,112,38,1,-353343,-420650,BLOCKED (Correct)
ATTACK,0,0,96,36,508,1,504,81,34,1,-342970,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,96,196,62,1,58,18,46,0,-994960,-420650,ALLOWED (Correct)
NORMAL,0,0,96,364,62,1,58,16,80,0,-2201161,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-2201161,-420650,MISSED
NORMAL,0,0,96,196,62,1,58,18,46,0,-994960,-420650,ALLOWED (Correct)
ATTACK,0,0,96,28,508,1,504,25,11,1,-377912,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,1,512,96,36,124,1,504,28,12,0,-815066,-420650,MISSED
NORMAL,13,512,96,512,62,1,58,16,177,0,-2086955,-420650,ALLOWED (Correct)
ATTACK,0,0,96,28,508,1,504,26,16,1,-365477,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-365477,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-365477,-420650,BLOCKED (Correct)
NORMAL,0,0,96,116,62,1,58,68,70,0,-921422,-420650,ALLOWED (Correct)
NORMAL,0,0,272,12,62,0,58,56,8,0,-739843,-420650,ALLOWED (Correct)
NORMAL,0,0,96,20,508,1,504,14,7,1,-382677,-420650,FALSE ALARM
ATTACK,46,512,96,44,508,1,504,17,18,1,-358582,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,0,-427670,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-427670,-420650,MISSED
ATTACK,1,512,96,180,124,1,504,11,18,0,-810895,-420650,MISSED
NORMAL,0,0,96,244,62,1,58,18,56,0,-2221642,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,14,1,1,457637,-420650,BLOCKED (Correct)
NORMAL,2,512,96,512,62,1,58,16,179,0,-2086955,-420650,ALLOWED (Correct)
ATTACK,1,512,96,188,124,1,504,20,15,1,753492,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,0,-592057,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,0,-486897,-420650,MISSED
ATTACK,0,0,96,20,508,1,504,25,11,1,436031,-420650,BLOCKED (Correct)
NORMAL,1,512,96,68,62,1,58,48,25,0,-991181,-420650,ALLOWED (Correct)
NORMAL,0,0,272,0,508,0,0,14,1,1,457637,-420650,FALSE ALARM
ATTACK,4,512,512,0,508,0,0,19,81,1,457637,-420650,BLOCKED (Correct)
NORMAL,0,0,96,212,62,1,58,16,45,0,-2228687,-420650,ALLOWED (Correct)
ATTACK,3,512,96,108,124,1,504,439,512,0,-1096789,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,743458,-420650,BLOCKED (Correct)
NORMAL,0,0,96,196,62,1,58,18,46,0,-994960,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-994960,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,272,12,62,0,58,59,8,1,1309037,-420650,FALSE ALARM
NORMAL,1,512,96,212,62,1,58,16,45,0,-2228687,-420650,ALLOWED (Correct)
NORMAL,0,0,96,172,62,1,58,339,512,0,-1203362,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-1203362,-420650,MISSED
ATTACK,0,0,96,20,508,1,504,43,16,1,-371076,-420650,BLOCKED (Correct)
NORMAL,0,0,272,0,508,0,0,7,0,1,469112,-420650,FALSE ALARM
NORMAL,0,0,96,452,62,1,58,31,148,0,-2132459,-420650,ALLOWED (Correct)
ATTACK,0,0,96,28,124,1,504,29,12,0,-816417,-420650,MISSED
NORMAL,0,0,272,4,62,0,58,24,1,0,-750623,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,44,508,1,504,21,14,1,-370253,-420650,BLOCKED (Correct)
ATTACK,0,0,96,52,124,1,504,27,12,0,-815953,-420650,MISSED
NORMAL,2,512,96,68,62,1,58,36,23,0,-1000550,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-1000550,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,96,68,62,1,58,48,25,0,-991181,-420650,ALLOWED (Correct)
NORMAL,2,512,96,212,62,1,58,16,45,0,-2228687,-420650,ALLOWED (Correct)
NORMAL,0,0,96,4,124,1,504,70,15,0,-651895,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-651895,-420650,MISSED
ATTACK,0,0,96,28,508,1,504,14,7,1,-382677,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,508,1,504,16,8,1,-382049,-420650,BLOCKED (Correct)
NORMAL,0,0,96,68,62,1,58,36,23,0,-1000550,-420650,ALLOWED (Correct)
ATTACK,55,512,512,0,508,0,0,41,87,0,-1000550,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-1000550,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,508,1,504,16,8,1,-382049,-420650,BLOCKED (Correct)
NORMAL,0,0,96,44,508,1,504,17,14,1,-369336,-420650,FALSE ALARM
ATTACK,0,0,96,36,508,1,504,362,280,1,239468,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,508,1,504,146,49,1,-339225,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,1,691455,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-427161,-420650,ALLOWED (Correct)
ATTACK,0,0,96,100,124,1,504,41,19,0,-809601,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,0,-471889,-420650,MISSED
NORMAL,0,0,96,4,124,1,504,70,15,0,-790656,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-790656,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,30,2,1,415860,-420650,BLOCKED (Correct)
ATTACK,1,512,96,28,508,1,504,14,7,1,-382677,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-382677,-420650,BLOCKED (Correct)
NORMAL,0,0,96,268,62,1,58,17,60,0,-2219304,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,1,512,96,36,124,1,504,30,12,1,498296,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,272,0,128,0,0,113,7,0,-494134,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,272,12,62,0,58,59,8,0,-736762,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,96,500,62,1,58,20,121,0,-2156674,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,0,-1301000,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,124,1,504,28,12,1,285787,-420650,BLOCKED (Correct)
NORMAL,0,0,96,4,124,1,504,70,15,1,280290,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,1,512,96,68,62,1,58,48,25,0,-677437,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,0,-563738,-420650,MISSED
ATTACK,0,0,96,28,508,1,504,36,14,1,277271,-420650,BLOCKED (Correct)
ATTACK,1,512,512,0,508,0,0,18,7,1,277271,-420650,BLOCKED (Correct)
ATTACK,1,512,96,28,508,1,504,16,8,1,-382049,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-382049,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,33,2,1,-382049,-420650,BLOCKED (Correct)
NORMAL,0,0,96,52,62,1,58,21,22,0,-1008316,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,0,-808914,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,14,1,1,457637,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,457637,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,457637,-420650,BLOCKED (Correct)
NORMAL,0,0,272,0,508,0,0,7,0,1,698484,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,4,512,512,0,508,0,0,19,41,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,30,12,1,847945,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,2,512,96,36,508,1,504,29,15,1,-369246,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,33,2,1,-369246,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,9,2,1,313135,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,508,1,504,163,65,0,-956713,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-956713,-420650,MISSED
ATTACK,2,512,96,52,508,1,504,16,14,0,-948035,-420650,MISSED
ATTACK,1,512,96,148,124,1,504,51,39,1,492927,-420650,BLOCKED (Correct)
NORMAL,1,512,96,28,508,1,504,172,80,1,-316910,-420650,FALSE ALARM
NORMAL,0,0,272,0,508,0,0,7,0,1,469112,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,0,-427670,-420650,MISSED
ATTACK,0,0,96,20,508,1,504,50,19,1,790257,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,790257,-420650,BLOCKED (Correct)
NORMAL,0,0,96,156,62,1,58,20,37,0,-816054,-420650,ALLOWED (Correct)
NORMAL,0,0,96,28,62,1,58,14,4,0,-1029047,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,30,2,0,-426731,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,33,2,0,-426731,-420650,MISSED
ATTACK,0,0,96,44,124,1,504,27,12,0,-815953,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,96,68,62,1,58,36,23,0,-1000550,-420650,ALLOWED (Correct)
ATTACK,0,0,96,28,508,1,504,70,25,1,-354118,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,124,1,504,10,5,0,-824466,-420650,MISSED
ATTACK,53,502,512,0,508,0,0,41,43,0,-824466,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-824466,-420650,MISSED
NORMAL,1,512,96,164,62,1,58,19,39,0,-998354,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,124,1,504,28,12,0,-815985,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,30,2,1,415860,-420650,BLOCKED (Correct)
NORMAL,0,0,512,0,0,0,0,11,0,1,415860,-420650,FALSE ALARM
NORMAL,0,0,96,20,508,1,504,19,9,1,486570,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,185,11,1,613588,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,508,1,504,16,8,0,-1920337,-420650,MISSED
NORMAL,0,0,96,164,62,1,58,345,512,0,-1197439,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,30,13,1,-377676,-420650,BLOCKED (Correct)
ATTACK,2,512,96,84,124,1,504,13,20,0,-810895,-420650,MISSED
NORMAL,0,0,96,28,62,1,58,14,4,0,-1029047,-420650,ALLOWED (Correct)
